ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1450098_at	1	2.94e-02	-2.99	-3.856426	-4.99e-01	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1
1417155_at	1	2.94e-02	-2.99	-3.857238	-5.55e-01	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived
1454969_at	1	2.95e-02	2.98	-3.858941	9.24e-01	Lypd6	LY6/PLAUR domain containing 6
1435857_s_at	1	2.95e-02	-2.98	-3.859013	-1.41	Aplp1	amyloid beta (A4) precursor-like protein 1
1436062_at	1	2.95e-02	2.98	-3.859113	3.20e-01	Arcn1	archain 1
1459991_at	1	2.95e-02	-2.98	-3.859229	-3.29e-01	Myo9a	myosin IXa
1446735_at	1	2.95e-02	-2.98	-3.859697	-3.48e-01	Itsn2	intersectin 2
1444274_at	1	2.95e-02	-2.98	-3.859884	-8.25e-01		
1451447_at	1	2.95e-02	2.98	-3.860558	3.67e-01	Cuedc1	CUE domain containing 1
1448720_at	1	2.95e-02	2.98	-3.86071	4.19e-01	Lrrc40	leucine rich repeat containing 40
1449862_a_at	1	2.95e-02	2.98	-3.861158	4.27e-01	Pi4k2b	phosphatidylinositol 4-kinase type 2 beta
1455436_at	1	2.95e-02	2.98	-3.861171	3.58	Diras2	DIRAS family, GTP-binding RAS-like 2
1418652_at	1	2.95e-02	-2.98	-3.862019	-2.69	Cxcl9	chemokine (C-X-C motif) ligand 9
1419151_at	1	2.95e-02	2.98	-3.862026	2.14	Gm3402///Gm6370///Gm6309///4930449I24Rik	predicted gene 3402///predicted gene 6370///predicted gene 6309///RIKEN cDNA 4930449I24 gene
1427487_at	1	2.95e-02	2.98	-3.862028	5.93e-01	Abcf2	ATP-binding cassette, sub-family F (GCN20), member 2
1437986_x_at	1	2.95e-02	-2.98	-3.862181	-4.28e-01	Fuk	fucokinase
1434221_at	1	2.96e-02	2.98	-3.862824	3.30e-01	Mical3	microtubule associated monooxygenase, calponin and LIM domain containing 3
1453087_at	1	2.96e-02	-2.98	-3.863053	-3.80e-01	6330403L08Rik	RIKEN cDNA 6330403L08 gene
1431560_at	1	2.96e-02	-2.98	-3.863239	-2.94e-01		
1443554_at	1	2.96e-02	2.98	-3.863286	4.12e-01		
1418150_at	1	2.96e-02	2.98	-3.863912	3.04e-01	Mtmr4	myotubularin related protein 4
1426022_a_at	1	2.96e-02	-2.98	-3.864441	-6.42e-01	Vill	villin-like
1437159_at	1	2.96e-02	-2.98	-3.864605	-3.66e-01	Tmppe	transmembrane protein with metallophosphoesterase domain
1416897_at	1	2.96e-02	-2.98	-3.864999	-2.64e-01	Parp9	poly (ADP-ribose) polymerase family, member 9
1455355_at	1	2.96e-02	2.98	-3.865338	5.46e-01	G2e3	G2/M-phase specific E3 ubiquitin ligase
1446783_at	1	2.96e-02	-2.98	-3.865463	-5.32e-01		
1449646_s_at	1	2.96e-02	-2.98	-3.865575	-7.80e-01	Tigd5	tigger transposable element derived 5
1418024_at	1	2.96e-02	2.98	-3.865751	2.86e-01	Naa15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
1426584_a_at	1	2.97e-02	-2.98	-3.866075	-3.12e-01	Sord	sorbitol dehydrogenase
1418947_at	1	2.97e-02	-2.98	-3.868562	-4.68e-01	Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3
1425732_a_at	1	2.97e-02	-2.98	-3.868582	-6.53e-01	Mxi1	MAX interactor 1, dimerization protein
1428713_s_at	1	2.97e-02	2.98	-3.868595	6.09e-01	Gins2	GINS complex subunit 2 (Psf2 homolog)
1430955_at	1	2.97e-02	2.98	-3.869125	9.57e-01	2810403A07Rik	RIKEN cDNA 2810403A07 gene
1457546_at	1	2.97e-02	2.98	-3.869166	8.19e-01	Gm6158///Cnot1	predicted gene 6158///CCR4-NOT transcription complex, subunit 1
1440195_at	1	2.97e-02	2.98	-3.869228	3.01e-01	Serbp1	serpine1 mRNA binding protein 1
1460386_a_at	1	2.97e-02	-2.98	-3.86932	-1.28	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
1456207_at	1	2.97e-02	2.98	-3.86941	5.28e-01	Mtcp1	mature T cell proliferation 1
1426464_at	1	2.97e-02	2.98	-3.869544	1.12	Nr1d1	nuclear receptor subfamily 1, group D, member 1
1419769_at	1	2.98e-02	-2.98	-3.869713	-1.31	Cd22	CD22 antigen
1449000_at	1	2.98e-02	-2.98	-3.870007	-2.77e-01	D10Jhu81e	DNA segment, Chr 10, Johns Hopkins University 81 expressed
1423976_at	1	2.98e-02	2.98	-3.870029	2.72e-01	4930453N24Rik	RIKEN cDNA 4930453N24 gene
1451731_at	1	2.98e-02	-2.98	-3.870358	-9.19e-01	Abca3	ATP-binding cassette, sub-family A (ABC1), member 3
1420271_at	1	2.98e-02	2.98	-3.870731	1.08	Rpusd2	RNA pseudouridylate synthase domain containing 2
1441174_a_at	1	2.98e-02	2.98	-3.871059	3.99e-01	Lmln	leishmanolysin-like (metallopeptidase M8 family)
1435765_at	1	2.98e-02	2.97	-3.871529	7.41e-01	E130114P18Rik	RIKEN cDNA E130114P18 gene
1433949_x_at	1	2.98e-02	-2.97	-3.8716	-2.55	Pla2g1b	phospholipase A2, group IB, pancreas
1458696_at	1	2.98e-02	-2.97	-3.871634	-1.05	Actr1a	ARP1 actin-related protein 1A, centractin alpha
1439464_s_at	1	2.98e-02	2.97	-3.872975	4.83e-01	Tex10	testis expressed gene 10
1427368_x_at	1	2.98e-02	2.97	-3.873082	3.21e-01	Fes	feline sarcoma oncogene
1424578_at	1	2.99e-02	-2.97	-3.873334	-2.94e-01	Arrdc1	arrestin domain containing 1
1445830_at	1	2.99e-02	-2.97	-3.873404	-6.73e-01	Ctnnd1	catenin (cadherin associated protein), delta 1
1444185_at	1	2.99e-02	-2.97	-3.873665	-8.88e-01		
1420873_at	1	2.99e-02	2.97	-3.87557	3.91e-01	Gm4887///Twf1	predicted gene 4887///twinfilin actin binding protein 1
1441045_at	1	2.99e-02	-2.97	-3.876687	-4.82e-01	Ddx43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43
1458431_at	1	2.99e-02	2.97	-3.876699	6.37e-01	Eif4g2	eukaryotic translation initiation factor 4, gamma 2
1440082_at	1	2.99e-02	2.97	-3.876773	4.09e-01	Ptk2	PTK2 protein tyrosine kinase 2
1436598_at	1	3.00e-02	-2.97	-3.876897	-1.68	Icos	inducible T cell co-stimulator
1439108_at	1	3.00e-02	-2.97	-3.877019	-3.87e-01	Kmt2e	lysine (K)-specific methyltransferase 2E
1416014_at	1	3.00e-02	2.97	-3.877702	2.50e-01	Abce1	ATP-binding cassette, sub-family E (OABP), member 1
1447347_at	1	3.00e-02	2.97	-3.877919	1.54		
1431050_at	1	3.00e-02	2.97	-3.879207	3.45e-01	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5
1424179_at	1	3.00e-02	-2.97	-3.879446	-4.31e-01	Plekhj1	pleckstrin homology domain containing, family J member 1
1457482_at	1	3.00e-02	-2.97	-3.880351	-3.47e-01	Kdm5b	lysine (K)-specific demethylase 5B
1417274_at	1	3.01e-02	2.97	-3.880695	4.30e-01	Gm21559///Gm5161///Snrpa	predicted gene, 21559///predicted pseudogene 5161///small nuclear ribonucleoprotein polypeptide A
1453380_a_at	1	3.01e-02	-2.97	-3.880902	-6.78e-01	Xrcc6bp1	XRCC6 binding protein 1
1416614_at	1	3.01e-02	-2.97	-3.880924	-3.04e-01	Eid1	EP300 interacting inhibitor of differentiation 1
1421929_at	1	3.01e-02	2.97	-3.881015	8.44e-01	Epha4	Eph receptor A4
1418890_a_at	1	3.01e-02	-2.97	-3.881337	-5.23e-01	Rab3d	RAB3D, member RAS oncogene family
1429869_at	1	3.01e-02	2.97	-3.881909	1.09	Cfap57	cilia and flagella associated protein 57
1450981_at	1	3.01e-02	-2.97	-3.88229	-4.68e-01	Cnn2	calponin 2
1444316_at	1	3.01e-02	-2.97	-3.88244	-2.50		
1431635_at	1	3.01e-02	-2.97	-3.882664	-5.39e-01	4930412F09Rik	RIKEN cDNA 4930412F09 gene
1435802_at	1	3.01e-02	-2.97	-3.882856	-5.63e-01	Zbtb45	zinc finger and BTB domain containing 45
1440253_at	1	3.01e-02	2.97	-3.883217	3.11e-01	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
1418415_at	1	3.01e-02	-2.97	-3.88353	-1.64	Hoxb5	homeobox B5
1448549_a_at	1	3.01e-02	-2.97	-3.883792	-3.23e-01	Dpagt1	dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
1421451_at	1	3.02e-02	2.97	-3.884155	2.21	Crb1	crumbs family member 1, photoreceptor morphogenesis associated
1423857_at	1	3.02e-02	-2.97	-3.884196	-3.70e-01	Gm6238///Mrpl30	predicted pseudogene 6238///mitochondrial ribosomal protein L30
1459828_at	1	3.02e-02	2.96	-3.88457	5.02e-01	Srrm1	serine/arginine repetitive matrix 1
1423305_at	1	3.02e-02	2.96	-3.884722	6.19e-01	Extl1	exostoses (multiple)-like 1
1451979_at	1	3.02e-02	2.96	-3.884743	4.79e-01	Kras	Kirsten rat sarcoma viral oncogene homolog
1438342_at	1	3.02e-02	-2.96	-3.884946	-8.61e-01	Pced1a	PC-esterase domain containing 1A
1416584_at	1	3.02e-02	-2.96	-3.884984	-3.02e-01	Man2b2	mannosidase 2, alpha B2
1417841_at	1	3.02e-02	-2.96	-3.885598	-7.29e-01	Pxmp2	peroxisomal membrane protein 2
1432524_at	1	3.02e-02	2.96	-3.8862	3.27e-01	Mettl5os	methyltransferase like 5, opposite strand
1418026_at	1	3.02e-02	2.96	-3.886394	1.50	Exo1	exonuclease 1
1456550_at	1	3.02e-02	2.96	-3.886576	3.70e-01	Gm15545	predicted gene 15545
1422839_at	1	3.02e-02	-2.96	-3.886901	-8.09e-01	Neurog2	neurogenin 2
1446641_at	1	3.02e-02	-2.96	-3.887018	-1.70		
1433942_at	1	3.02e-02	2.96	-3.887401	8.12e-01	Myo6	myosin VI
1438160_x_at	1	3.02e-02	-2.96	-3.887466	-6.86e-01	Slco4a1	solute carrier organic anion transporter family, member 4a1
1434291_a_at	1	3.03e-02	-2.96	-3.887667	-9.59e-01	Serf1	small EDRK-rich factor 1
1446275_at	1	3.03e-02	-2.96	-3.888293	-1.13		
1424878_at	1	3.03e-02	2.96	-3.88854	5.65e-01	Gm20605///Lrch4	predicted gene 20605///leucine-rich repeats and calponin homology (CH) domain containing 4
1433324_at	1	3.03e-02	-2.96	-3.888981	-7.33e-01	9330154F10Rik	RIKEN cDNA 9330154F10 gene
1423843_at	1	3.03e-02	-2.96	-3.889163	-4.94e-01	Lrrc61	leucine rich repeat containing 61
1453605_s_at	1	3.03e-02	2.96	-3.889282	3.27e-01	Ccdc91	coiled-coil domain containing 91
1441418_at	1	3.03e-02	-2.96	-3.889442	-6.03e-01		
1433935_at	1	3.03e-02	-2.96	-3.889561	-4.07e-01	AU020206	expressed sequence AU020206
1439240_x_at	1	3.03e-02	-2.96	-3.889642	-5.24e-01	Lin7b	lin-7 homolog B (C. elegans)
1433983_at	1	3.03e-02	-2.96	-3.889691	-3.46e-01	Cnksr3	Cnksr family member 3
1454849_x_at	1	3.03e-02	2.96	-3.88972	4.70e-01	Clu	clusterin
1433957_at	1	3.03e-02	2.96	-3.889924	3.14e-01	Rbm48	RNA binding motif protein 48
1431641_at	1	3.03e-02	2.96	-3.889972	4.61e-01	9330161L09Rik	RIKEN cDNA 9330161L09 gene
1427641_at	1	3.03e-02	-2.96	-3.890006	-1.78	LOC102640586	collagen alpha-1(II) chain-like
1424883_s_at	1	3.03e-02	2.96	-3.890172	3.64e-01	Srsf7	serine/arginine-rich splicing factor 7
1430454_x_at	1	3.03e-02	-2.96	-3.890409	-8.90e-01	Bcl2l2	BCL2-like 2
1435042_at	1	3.03e-02	-2.96	-3.890474	-6.39e-01	9130004C02Rik	RIKEN cDNA 9130004C02 gene
1457621_at	1	3.04e-02	2.96	-3.891641	7.19e-01	Rpain	RPA interacting protein
1444257_at	1	3.04e-02	2.96	-3.892855	6.63e-01	Prr11	proline rich 11
1430012_at	1	3.04e-02	2.96	-3.893372	1.20	Fendrr	Foxf1 adjacent non-coding developmental regulatory RNA
1415960_at	1	3.04e-02	2.96	-3.893813	2.23	Mpo	myeloperoxidase
1421442_at	1	3.04e-02	2.96	-3.894426	5.92e-01	Flt4	FMS-like tyrosine kinase 4
1452125_at	1	3.04e-02	2.96	-3.894586	3.06e-01	Thrap3	thyroid hormone receptor associated protein 3
1452743_at	1	3.05e-02	2.96	-3.894826	3.20e-01	Pole3	polymerase (DNA directed), epsilon 3 (p17 subunit)
1429588_at	1	3.05e-02	-2.96	-3.89491	-2.99e-01	2810474O19Rik	RIKEN cDNA 2810474O19 gene
1427347_s_at	1	3.05e-02	2.96	-3.895004	3.49e-01	Tubb2a	tubulin, beta 2A class IIA
1434707_at	1	3.05e-02	-2.96	-3.895129	-2.64e-01	Sbf1	SET binding factor 1
1434456_at	1	3.05e-02	2.96	-3.895239	3.18e-01	Rundc3b	RUN domain containing 3B
1431187_s_at	1	3.05e-02	-2.96	-3.895615	-8.02e-01	Dlg5	discs, large homolog 5 (Drosophila)
1450171_x_at	1	3.05e-02	-2.96	-3.895652	-2.95	Gzme	granzyme E
1453943_a_at	1	3.05e-02	2.96	-3.8959	1.44	Acpp	acid phosphatase, prostate
1437820_at	1	3.05e-02	2.96	-3.896445	2.14	Foxs1	forkhead box S1
1457981_x_at	1	3.05e-02	2.96	-3.896947	8.00e-01	Gins1	GINS complex subunit 1 (Psf1 homolog)
1449694_s_at	1	3.05e-02	-2.95	-3.897182	-3.93e-01	Commd5	COMM domain containing 5
1415776_at	1	3.05e-02	-2.95	-3.897231	-3.09e-01	Aldh3a2	aldehyde dehydrogenase family 3, subfamily A2
1454918_at	1	3.05e-02	-2.95	-3.897353	-2.89e-01	Agps	alkylglycerone phosphate synthase
1429189_at	1	3.05e-02	2.95	-3.897554	4.53e-01	Arsb	arylsulfatase B
1443768_at	1	3.05e-02	2.95	-3.897599	2.92e-01	Rhoa	ras homolog family member A
1445191_at	1	3.06e-02	-2.95	-3.899111	-1.36	Exd1	exonuclease 3'-5' domain containing 1
1459226_at	1	3.06e-02	-2.95	-3.899832	-5.91e-01		
1460215_at	1	3.06e-02	2.95	-3.900328	6.52e-01	Polr1a	polymerase (RNA) I polypeptide A
1457925_at	1	3.06e-02	2.95	-3.900785	4.63e-01	Clint1	clathrin interactor 1
1448688_at	1	3.06e-02	2.95	-3.901652	1.16	Podxl	podocalyxin-like
1431597_a_at	1	3.06e-02	-2.95	-3.901706	-4.39e-01	Nrip3	nuclear receptor interacting protein 3
1432533_a_at	1	3.07e-02	2.95	-3.902411	4.74e-01	Slc35a2	solute carrier family 35 (UDP-galactose transporter), member A2
1417374_at	1	3.07e-02	2.95	-3.903097	3.02e-01	Tuba4a	tubulin, alpha 4A
1428310_at	1	3.07e-02	2.95	-3.903414	4.25e-01	Larp7	La ribonucleoprotein domain family, member 7
1455293_at	1	3.07e-02	2.95	-3.903693	3.68e-01	Leo1	Leo1, Paf1/RNA polymerase II complex component
1418443_at	1	3.07e-02	2.95	-3.904542	4.11e-01	Xpo1	exportin 1
1437434_a_at	1	3.07e-02	-2.95	-3.9047	-3.30e-01	Wls	wntless homolog (Drosophila)
1443556_at	1	3.07e-02	-2.95	-3.90498	-7.77e-01	Tmem140	transmembrane protein 140
1459374_at	1	3.07e-02	-2.95	-3.90532	-1.19		
1458406_at	1	3.08e-02	2.95	-3.905344	3.49e-01		
1437866_at	1	3.08e-02	-2.95	-3.905355	-4.69e-01	Dusp18	dual specificity phosphatase 18
1442668_at	1	3.08e-02	-2.95	-3.906009	-1.16		
1434528_at	1	3.08e-02	-2.95	-3.906599	-7.60e-01	Aard	alanine and arginine rich domain containing protein
1432356_at	1	3.08e-02	2.95	-3.906758	3.66e-01	1700056N10Rik	RIKEN cDNA 1700056N10 gene
1439598_at	1	3.08e-02	-2.95	-3.906841	-3.66e-01		
1458694_at	1	3.08e-02	-2.95	-3.907519	-6.82e-01	Kif16b	kinesin family member 16B
1429429_s_at	1	3.08e-02	-2.95	-3.90755	-2.79e-01	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
1446845_at	1	3.08e-02	2.95	-3.908022	2.03	Gm5065	predicted gene 5065
1421935_at	1	3.08e-02	2.95	-3.908685	4.78e-01	Rps20	ribosomal protein S20
1432879_at	1	3.09e-02	-2.95	-3.90891	-1.01	6820402A03Rik	RIKEN cDNA 6820402A03 gene
1442254_at	1	3.09e-02	-2.94	-3.909748	-4.60e-01		
1435258_at	1	3.09e-02	-2.94	-3.910663	-5.61e-01	Tmem141	transmembrane protein 141
1458147_at	1	3.09e-02	2.94	-3.911086	2.26		
1460465_at	1	3.09e-02	-2.94	-3.911438	-3.18	Ndnf	neuron-derived neurotrophic factor
1455067_at	1	3.09e-02	-2.94	-3.911493	-2.97e-01	Psd4	pleckstrin and Sec7 domain containing 4
1458660_at	1	3.09e-02	-2.94	-3.911607	-1.71	AI414330	expressed sequence AI414330
1453392_at	1	3.09e-02	2.94	-3.911633	3.11e-01	Ttc39b	tetratricopeptide repeat domain 39B
1431875_a_at	1	3.09e-02	-2.94	-3.911817	-9.49e-01	E2f1	E2F transcription factor 1
1458544_at	1	3.09e-02	2.94	-3.911978	6.88e-01	BC059841	cDNA sequence BC059841
1456602_at	1	3.09e-02	2.94	-3.911989	7.59e-01	Tmem231	transmembrane protein 231
1436151_x_at	1	3.09e-02	2.94	-3.912041	4.52e-01	Sde2	SDE2 telomere maintenance homolog (S. pombe)
1425373_a_at	1	3.09e-02	2.94	-3.912224	2.82e-01	Psmg2	proteasome (prosome, macropain) assembly chaperone 2
1428780_at	1	3.10e-02	-2.94	-3.912566	-3.67e-01	Tha1	threonine aldolase 1
1447064_at	1	3.10e-02	-2.94	-3.912933	-3.62e-01		
1449383_at	1	3.10e-02	-2.94	-3.91298	-6.52e-01	Adssl1	adenylosuccinate synthetase like 1
1424436_at	1	3.10e-02	2.94	-3.913841	4.73e-01	Gart	phosphoribosylglycinamide formyltransferase
1425123_at	1	3.10e-02	-2.94	-3.914749	-3.85e-01	Klhl36	kelch-like 36
1447541_s_at	1	3.10e-02	2.94	-3.915051	9.55e-01	Itgae	integrin alpha E, epithelial-associated
1457472_at	1	3.10e-02	-2.94	-3.915599	-7.34e-01	Gigyf2	GRB10 interacting GYF protein 2
1458528_at	1	3.11e-02	-2.94	-3.915994	-5.08e-01		
1417380_at	1	3.11e-02	-2.94	-3.916719	-2.67e-01	Iqgap1	IQ motif containing GTPase activating protein 1
1436559_a_at	1	3.11e-02	-2.94	-3.917668	-3.13e-01	Psmd10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10
1423191_at	1	3.11e-02	2.94	-3.917875	2.86e-01	Fnbp4	formin binding protein 4
1453385_at	1	3.11e-02	-2.94	-3.918026	-4.14e-01	Xiap	X-linked inhibitor of apoptosis
1443557_at	1	3.11e-02	-2.94	-3.918547	-7.24e-01		
1443779_s_at	1	3.11e-02	2.94	-3.919027	2.92e-01	Lcor	ligand dependent nuclear receptor corepressor
1436841_at	1	3.12e-02	-2.94	-3.91972	-3.01e-01	Fam63b	family with sequence similarity 63, member B
1440922_at	1	3.12e-02	-2.94	-3.919776	-6.61e-01	9130208D14Rik	RIKEN cDNA 9130208D14 gene
1437754_at	1	3.12e-02	-2.94	-3.92021	-9.21e-01	Kpna7	karyopherin alpha 7 (importin alpha 8)
1452601_a_at	1	3.12e-02	-2.94	-3.920512	-4.65e-01	Acbd6	acyl-Coenzyme A binding domain containing 6
1418928_a_at	1	3.12e-02	-2.94	-3.920524	-3.18e-01	Mettl21a	methyltransferase like 21A
1417889_at	1	3.12e-02	2.94	-3.921551	7.37e-01	Apobec2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2
1439589_at	1	3.12e-02	2.94	-3.921584	6.13e-01		
1441449_at	1	3.12e-02	2.94	-3.921924	6.16e-01	Kdm5c	lysine (K)-specific demethylase 5C
1436549_a_at	1	3.12e-02	2.94	-3.922098	2.70e-01	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1
1460328_at	1	3.12e-02	-2.94	-3.922178	-6.09e-01	Brd3	bromodomain containing 3
1450582_at	1	3.12e-02	2.94	-3.922288	1.50	H2-Q5	histocompatibility 2, Q region locus 5
1418071_s_at	1	3.13e-02	-2.93	-3.922966	-3.21e-01	Cdyl	chromodomain protein, Y chromosome-like
1448265_x_at	1	3.13e-02	2.93	-3.923378	3.12	Mpzl2	myelin protein zero-like 2
1446404_at	1	3.13e-02	2.93	-3.92365	7.07e-01		
1418230_a_at	1	3.13e-02	2.93	-3.92415	3.39e-01	Lims1	LIM and senescent cell antigen-like domains 1
1450629_at	1	3.13e-02	-2.93	-3.924423	-3.74e-01	Lima1	LIM domain and actin binding 1
1429392_at	1	3.13e-02	-2.93	-3.925297	-2.99e-01	Dcaf12	DDB1 and CUL4 associated factor 12
1423100_at	1	3.13e-02	2.93	-3.925695	1.14	Fos	FBJ osteosarcoma oncogene
1430126_at	1	3.13e-02	2.93	-3.926086	6.00e-01	2310035C23Rik	RIKEN cDNA 2310035C23 gene
1439368_a_at	1	3.13e-02	2.93	-3.92609	2.68	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2
1434526_at	1	3.14e-02	-2.93	-3.926381	-3.85	Ephx4	epoxide hydrolase 4
1431395_a_at	1	3.14e-02	-2.93	-3.926446	-4.50e-01	Iqgap1	IQ motif containing GTPase activating protein 1
1437554_at	1	3.14e-02	-2.93	-3.926742	-2.76e-01	Plec	plectin
1420274_at	1	3.14e-02	2.93	-3.926849	2.59	Tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
1460651_at	1	3.14e-02	-2.93	-3.927463	-3.14e-01	Lat	linker for activation of T cells
1428018_a_at	1	3.14e-02	2.93	-3.927599	4.31e-01	Cd300c2	CD300C molecule 2
1431756_at	1	3.14e-02	-2.93	-3.927712	-1.18		
1429131_at	1	3.14e-02	-2.93	-3.928002	-5.50e-01	Ube2v2	ubiquitin-conjugating enzyme E2 variant 2
1450908_at	1	3.14e-02	2.93	-3.928182	2.51e-01	Eif4e	eukaryotic translation initiation factor 4E
1421346_a_at	1	3.14e-02	-2.93	-3.928392	-2.81e-01	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
1443184_at	1	3.14e-02	-2.93	-3.928906	-7.55e-01	Cdc14a	CDC14 cell division cycle 14A
1435074_at	1	3.14e-02	-2.93	-3.92895	-2.87e-01	Tmem106b	transmembrane protein 106B
1438414_at	1	3.14e-02	-2.93	-3.929046	-7.02e-01	Fkrp	fukutin related protein
1447693_s_at	1	3.15e-02	-2.93	-3.930088	-1.88	Neo1	neogenin
1430833_at	1	3.15e-02	2.93	-3.930527	1.49	Itk	IL2 inducible T cell kinase
1419488_at	1	3.15e-02	-2.93	-3.930544	-3.45e-01	Tnip2	TNFAIP3 interacting protein 2
1431733_at	1	3.15e-02	-2.93	-3.930649	-1.51	Alpk1	alpha-kinase 1
1418001_at	1	3.15e-02	-2.93	-3.930796	-6.69e-01	Itm2b	integral membrane protein 2B
1416810_at	1	3.15e-02	-2.93	-3.931044	-3.05e-01	Mea1	male enhanced antigen 1
1451201_s_at	1	3.15e-02	-2.93	-3.93116	-2.99e-01	Rnh1	ribonuclease/angiogenin inhibitor 1
1444521_at	1	3.15e-02	2.93	-3.931337	5.05e-01	Pigl	phosphatidylinositol glycan anchor biosynthesis, class L
1432634_at	1	3.15e-02	2.93	-3.932265	1.78	4933429H19Rik	RIKEN cDNA 4933429H19 gene
1419909_at	1	3.15e-02	2.93	-3.932725	3.73e-01	Mphosph9	M-phase phosphoprotein 9
1433581_at	1	3.15e-02	2.93	-3.932881	9.11e-01	1190002N15Rik	RIKEN cDNA 1190002N15 gene
1418176_at	1	3.16e-02	2.93	-3.933291	8.17e-01	Vdr	vitamin D receptor
1445575_at	1	3.16e-02	-2.93	-3.934051	-6.10e-01		
1425702_a_at	1	3.16e-02	-2.93	-3.934066	-2.97e-01	Enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5
1423506_a_at	1	3.16e-02	-2.93	-3.934422	-6.58e-01	Nnat	neuronatin
1454711_at	1	3.16e-02	2.93	-3.934451	2.64e-01	Trio	triple functional domain (PTPRF interacting)
1449249_at	1	3.16e-02	2.92	-3.935423	9.78e-01	Pcdh7	protocadherin 7
1431440_at	1	3.16e-02	-2.92	-3.935531	-7.33e-01	Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit)
1448520_at	1	3.16e-02	2.92	-3.935706	4.47e-01	Dclre1b	DNA cross-link repair 1B
1456464_x_at	1	3.16e-02	-2.92	-3.936139	-5.55e-01	Syt11	synaptotagmin XI
1437363_at	1	3.16e-02	-2.92	-3.936271	-2.98e-01	Homer1	homer scaffolding protein 1
1451437_at	1	3.16e-02	-2.92	-3.936423	-3.53e-01	Zdhhc20	zinc finger, DHHC domain containing 20
1424298_at	1	3.17e-02	-2.92	-3.936799	-4.68e-01	Zfp282	zinc finger protein 282
1421720_a_at	1	3.17e-02	-2.92	-3.937379	-3.29e-01	Dtx2	deltex 2, E3 ubiquitin ligase
1455368_at	1	3.17e-02	2.92	-3.937412	3.56e-01	Zdhhc3	zinc finger, DHHC domain containing 3
1438242_at	1	3.17e-02	-2.92	-3.93766	-3.02e-01	Usp40	ubiquitin specific peptidase 40
1420726_x_at	1	3.17e-02	-2.92	-3.937708	-3.96e-01	Tmlhe	trimethyllysine hydroxylase, epsilon
1453428_at	1	3.17e-02	2.92	-3.938002	1.31	Shisa9	shisa family member 9
1438828_at	1	3.17e-02	2.92	-3.93832	7.75e-01	Rapgef6	Rap guanine nucleotide exchange factor (GEF) 6
1426493_a_at	1	3.17e-02	-2.92	-3.938353	-5.49e-01	Kifc2	kinesin family member C2
1445025_at	1	3.17e-02	-2.92	-3.938423	-6.27e-01	AU015536	expressed sequence AU015536
1435574_at	1	3.17e-02	-2.92	-3.938759	-3.34e-01		
1447176_at	1	3.17e-02	-2.92	-3.938767	-5.04e-01		
1429136_at	1	3.17e-02	-2.92	-3.939496	-3.12e-01	1700052K11Rik	RIKEN cDNA 1700052K11 gene
1430212_at	1	3.18e-02	-2.92	-3.94012	-6.22e-01	Zfp712	zinc finger protein 712
1448330_at	1	3.18e-02	-2.92	-3.940918	-3.10e-01	Gstm1	glutathione S-transferase, mu 1
1430328_at	1	3.18e-02	2.92	-3.941105	4.65e-01	Polr3f	polymerase (RNA) III (DNA directed) polypeptide F
1430109_at	1	3.18e-02	2.92	-3.941162	7.10e-01	4833412E19Rik	RIKEN cDNA 4833412E19 gene
1457548_at	1	3.18e-02	-2.92	-3.941469	-4.64e-01	Adamts6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6
1437114_at	1	3.18e-02	-2.92	-3.942074	-3.63e-01	Crebrf	CREB3 regulatory factor
1418516_at	1	3.18e-02	-2.92	-3.942189	-2.68e-01	Mtf2	metal response element binding transcription factor 2
1425627_x_at	1	3.18e-02	-2.92	-3.942548	-5.20e-01	Gstm1	glutathione S-transferase, mu 1
1440304_at	1	3.18e-02	-2.92	-3.942906	-8.30e-01		
1455089_at	1	3.18e-02	-2.92	-3.942991	-3.28e-01	Gng12	guanine nucleotide binding protein (G protein), gamma 12
1444117_at	1	3.18e-02	2.92	-3.94301	6.30e-01	Amigo1	adhesion molecule with Ig like domain 1
